text_id	text	task_1	task_2	task_3
hasoc_hi_6945	#AkashVijayvargiya, BJP MLA and son of senior BJP leader Kailash Vijayvargiya, thrashes a municipal corporation officer with a cricket bat, in Indore. The officers were in the area for an anti-encroachment drive. #MadhyaPradesh	NOT	NONE	NONE
hasoc_hi_5466	#ModiRajya – To rectify the damage, he mentioned Jharkhand today, @imtiaz_jaleel (MP, AIMIM), tells @maryashakil on #Viewpoint. At @CNNnews18 @asadowaisi	NOT	NONE	NONE
hasoc_hi_4592	ये साला गद्दार हे इसे उसके बाप बाजवा के पास गांड मे लात मारकर भेज दो	HOF	PRFN	TIN
hasoc_hi_6438	ये रहें #PlayAndWinOnZee के 1 जुलाई के विजेता, आप भी खेलें और जीतें PAYTM कैश ईनाम, क्लिक करें - https://playandwingame.india.com 	NOT	NONE	NONE
hasoc_hi_3964	#AIMIM Spokesperson @syedasimwaqar asks How does Modi Govt plan to empower with ₹16.66 and ₹8.33 per month at pre and post-metric levels respectively for Muslim students. @asadowaisi	NOT	NONE	NONE
hasoc_hi_320	तेरे बाप की मौत रेलवे का लोहा चोर के रूप में हुई,  #कमीने   पठान का बच्चा	HOF	OFFN	TIN
hasoc_hi_2130	भारत ने टॉस जीतकर बल्लेबाजी का लिया फैसला, कुलदीप यादव और केदार जाधव बाहर #INDvBAN #CWC19	NOT	NONE	NONE
hasoc_hi_4797	Arun Kumar ab tum bataoge... Kya kon banayega.... Kattuo ke sallo	HOF	OFFN	TIN
hasoc_hi_4433	हरामी चोर तबरेज के व्हिडीओ तो खुषी से दिखा रहे थे मिडीया वाले। और काफिर किसको बोलता है बे ? 	HOF	HATE	TIN
hasoc_hi_7086	•@ArvindKejriwal why are you doing this? We all are here to make the lives of citizen easier instead you are blocking funds for your political gains! For the sake of Delhiites, I request you to Release funds ₹5282.2 crore immediately so that health and sanitation doesn’t suffer	NOT	NONE	NONE
hasoc_hi_5883	मौलाना अजहर को अजहर जी की जगह जीजा जी बोल दे पगले मुस्लिम वोटो की बारिश हो जाएगी ।।।।          #####कमीने######	HOF	OFFN	TIN
hasoc_hi_345	#CWC19 #WorldCupOnIndiaToday #INDvBAN      केंद्रीय गृह मंत्री और भारतीय जनता पार्टी (बीजेपी) के अध्यक्ष @AmitShah ने टीम इंडिया को बांग्लादेश पर जीत की बधाई दी है.	NOT	NONE	NONE
hasoc_hi_6714	ये देश आपका है,  और देश के हुक्मरानों को आईना दिखाना ज़रूरी है के सत्ता के नशे मे ये बेलगाम ना हो	NOT	NONE	NONE
hasoc_hi_6434	ब्रेकींग न्युज   यु. पी. के मुख्यमंत्री योगी आदित्यनाथ सरकार ने ये फैसला लिया है कि यु. पी. की १७ अती पिछडी जातीयों को एससी कॅटेगीरी में लाएंगे।  हाय कोर्ट का आदेश का पालन कीया जाएगा।  #योगीजी	NOT	NONE	NONE
hasoc_hi_6218	300 किलो RDX कहां से आए इसका पता आज तक नही चला??    AN-32 विमान का मलबा 8 दिनों से अपने देश मे नही खोज पाए??    बेटी पढ़ाओ-बेटी बचाओ का नारा देकर उन्हें आज़ाद नही रख पाए??    गुंडे-बदमाशो पे 3 सालो से योगी जी काबू में नही कर पाए?    और चुनाव में कहते थे देश सुरक्षित हाथो में है।	HOF	HATE	TIN
hasoc_hi_387	बाकी मिडिया ये खोजती रहती है किस गाय तस्कर के साथ मारपीट की किस चोर उच्चके को हिन्दुओ ने पीटा किसकी टोपी उछाली किससे राम नाम बुलवाया। कोई भी मुसलमान कितना बड़ा कांड करदो पर कभी भी ये नही बतायेगे  ये कांड कर दिया।जिन हिन्दुओ की वजह से इनके चेनल चल रहे है उनके साथ नमक हरामी करते है	HOF	HATE	TIN
hasoc_hi_657	ये बात, हरामी किस्म के सेकुलर गिरोह और महाँ हरामी किस्म लिबरल हिन्दू कभी नहीं समझेंगे    हिन्दुओं को नकली गंगा जमुना तहजीब, कौमी एकता और हिन्दू मुस्लिम भाई भाई निभाने में लगे हुए है    ये हमारी समस्या नहीं है, ये हमारे साथ नहीं हुआ, इन्होंने हमारा तो कुछ बुरा नहीं किया आदि  ये जबाब है	HOF	OFFN	UNT
hasoc_hi_3665	गोडसे ने महान काम किया था अगर ना करते तो हम किसी मस्ज़िद में नमाज़ पढ़ रहे होते...  @Abhishek_Mshra	NOT	NONE	NONE
hasoc_hi_4363	Arfa Khanum - Hum aise desh mein reh rahein hain jahan.. blah blah.. politics anti musIim hai...   Arif Mohammad Khan gives FITTING REPLY: 'Aap Pakistan mein rehna chahti hai?? Yemen ya Syria mein jeena chahti hain???	HOF	HATE	TIN
hasoc_hi_4043	इन दोनों कुत्तों के मुंह में मूत देना चाहिए मादरचोद	HOF	PRFN	TIN
hasoc_hi_2351	Aap ne record votes se Azamgarh jeeta hai ! Ek din aise hi aap Hindustan jeetenge!  Sikandar haarte nahi hai.  Dukh ko gale laga , taqdeer tere kadmo me hogi ! To mukkadaar ka baadshah hoga ! Aap ne record votes se Azamgarh jeeta hai ! Ek din aise hi aap Hindustan jeetenge!Sikandar haarte nahi hai.Dukh ko gale laga , taqdeer tere kadmo me hogi ! To mukkadaar ka baadshah hoga ! …	NOT	NONE	NONE
hasoc_hi_6085	Breaking News :- हरियाणा के फरीदाबाद में कांग्रेस प्रवक्ता विकास चौधीर की गोली मारकर हत्या,  खट्टर जी पहले अपराध रोकिए, राम रहीम को बाद में पैरोल दिलाइएगा।	NOT	NONE	NONE
hasoc_hi_5862	नदी किनारे मिली बाप और उसकी टीशर्ट में लिपटी बच्ची की लाश, इस तस्वीर पर रो रही दुनिया	NOT	NONE	NONE
hasoc_hi_3430	तो इससे पूछो भारत को स्थायी सदस्य बनने में टांग क्यों अड़ाताहै भड़वा चीनी?	HOF	OFFN	TIN
hasoc_hi_3209	BLOG: क्या सिर्फ केंद्र और हुर्रियत की बातचीत से घाटी में शांति बहाल हो सकती है?    #JammuKashmir   https://abpnews.abplive.in/blog/blog-can-only-peace-be-restored-in-the-valley-by-the-talks-of-the-center-and-the-hurriyat-1156990 …	NOT	NONE	NONE
hasoc_hi_120	Agli bar akhilesh sarkar,    Ek ek apradhi ko,Agli bar akhilesh sarkar,Ek ek apradhi ko,…	NOT	NONE	NONE
hasoc_hi_1496	क्या कभी आपने 'गांधी,नेहरू,पटेल' को OBC के हक अधिकारों के लिए आंदोलन करते देखा है कोई तस्वीर हो तो दिखाओ,मैंने बाबासाहेब को OBC के लिए आंदोलन करते देखा है यह रही तस्वीर!  @mpchalia @MLArajeshSP  @invincisachin @Anjupra7743 @bahujanwarrior @Anandmha   @Bahujanhitay72 @gajbhiye_sumegh	NOT	NONE	NONE
hasoc_hi_4825	जायरा वसीम ने बॉलीवुड से सन्यास ले लिया तो गोदी मीडिया को इतनी फिकर ।  और मासूम बच्चे मर गए बीमारी में ,और न जाने कितनों को मोत हो गई मोबलिंचिंग के वजह से तब इन गोदी मीडिया वालों की बोलती बंद हो जाती है।	HOF	HATE	TIN
hasoc_hi_7595	हरामी माधरचोद विहार मे बिहार का दुशरा भाषा ऊर्दु किसने घोषित किया माधरचोद हर साल ईफतार लालू देता है माधरचोद मोदीजी तो पांच साल मे भीख का कटोरा थमाया था माधरचोद आज इमरान खान कुत्ते की तरह भौक रहा है सयुक्त राष्ट्र मे भारत को स्थाई सदस्य बनाए जाए चीन भी हामी भर रहां है 	HOF	PRFN	TIN
hasoc_hi_4585	तू रे रंडियावाला बहनचोद तेरी मा के बुर मैं मैंअपने वाला 10 इंच का लुंड कर दूंगा रे रंदीवाला रे नाजयज itcell वाला बहनचोद	HOF	PRFN	TIN
hasoc_hi_2693	मोहम्मद सामी की वजहा से भारत जीता मतलब अब ये ना कहना कि इसके पीछे भी पाकिस्तान का हाथ है बेशरमों,,,	HOF	HATE	TIN
hasoc_hi_6554	#BREAKING  AIMIM सांसद असदुद्दीन ओवैसी ने तीन तलाक़ बिल का विरोध करते हुए कहा कि ये मुस्लिम महिलाओं के खिलाफ है.   @asadowaisi	NOT	NONE	NONE
hasoc_hi_2566	आप सब देशवासियों को ईद मुबारक आपका अपना #मोडी़  या #अल्लाह मेरे #मनहूस, #अंधभक्तों और #मानसिक_गुलामो को #कुत्ते की मौत दे ...    #आमीन	NOT	NONE	NONE
hasoc_hi_3117	भाजपा ने 'जय श्री राम ' जैसे मधुर सम्बोधन को भी ISIS के काले झंडे जैसा बना दिया ....    खुद राम भी इसके लिए इन भाजपाइयों को कभी माफ नहीं करेंगे !!!!	HOF	HATE	TIN
hasoc_hi_6539	ताऊ @Lundamental  का छोटा नून्नु देख कर मादा मछली ने देने से किया इंकार,  और पड़ोसी कछुए ने अदभुत गांड देखकर ताऊ की गांड मारकर बाहर फेंका   	HOF	PRFN	TIN
hasoc_hi_2873	अब उसने कौन सी तेरी गाँड़ में उंगली दे दी	HOF	PRFN	TIN
hasoc_hi_4078	पता नहीं क्यों जब भी कोई सच बात लिखी जाती है तो सत्ता के टुकड़ों पर पल रहे गोदी मीडिया के दलाल पत्रकार बौखला जाते हैं!   वैसे ये बौखलाहट जायज़ है क्योंकि तीर निशाने पर लगता है तो दर्द होता है।     बाकी तुम दो कौड़ी के पत्रकारो को मैं रिप्लाई देना ज़रूरी नहीं समझता 	HOF	HATE	TIN
hasoc_hi_1992	भोसड़ीके साले कटुए तेरी गांड में दम होता न जो पिछले 5 सालो से कंही गांड मरा रहा था किसी गटर में वो न मराता	HOF	PRFN	TIN
hasoc_hi_2414	निवडणूक संपेपर्यंत नरेंद्र मोदी विरोधी पक्षातील नेत्यांना दगडं मारायला सुरुवात करतील.  बहूतेक हरण्याच्या भितीने डोक्यात केमीकल लोच्या झालाय.  कोणीतरी #नीच म्हटलं होतं ते खरंय.  माजी पंतप्रधान बद्दल असं बोलणं म्हणजे निचतेचा कळस आहे.  घर सोडून पळून गेला नसता तर संस्कार मिळाले असते.	NOT	NONE	NONE
hasoc_hi_7586	Hello @MumbaiPolice you really need to put this lady behind bars for sake of peace of several citizens. She has beaten up,  abused, harassed just too many people across the country. Please act. She sounds extremely dangerous.	NOT	NONE	NONE
hasoc_hi_4573	कुछ जंगली #कुत्ते मिलकर   #शेर को घेर तो सकते हैं..    पर उसका #शिकार नही कर #सकते।	HOF	HATE	UNT
hasoc_hi_3679	तेरी परेशानी क्या है सुअर  के पिल्ले मतलब दंगा नही हुआ तो तुझे वो बात भी हजम नही हुई कि वहां के हिन्दू मुस्लिम्स ने मिलकर बैठ कर समस्या का हल निकाल लिया ।  तू चाहता क्या हेबे हिंदी के बलात्कारी  	NOT	NONE	NONE
hasoc_hi_4534	सीमा ने मेरा लुंड चूस ली http://xv.musz.info/%e0%a4%b8%e0%a5%80%e0%a4%ae%e0%a4%be-%e0%a4%a8%e0%a5%87-%e0%a4%ae%e0%a5%87%e0%a4%b0%e0%a4%be-%e0%a4%b2%e0%a5%81%e0%a4%82%e0%a4%a1-%e0%a4%9a%e0%a5%82%e0%a4%b8-%e0%a4%b2%e0%a5%80/ …	HOF	PRFN	TIN
hasoc_hi_6621	UP पुलिस द्वारा “पत्रकारों” की धुनाई सरकार की “तानाशाही” के साथ साथ “लोकतंत्र” के लिये एक बड़ा “ख़तरा” है,लेकिन पत्रकारों को भी अपना “ज़मीर” बेचने से पहले, कुछ थोड़ा बहुत ज़रूर सोचना चाहिये.	NOT	NONE	NONE
hasoc_hi_7735	कहा है tv पर चिल्लाने वाले हरामी पत्रकार	HOF	HATE	UNT
hasoc_hi_7733	अबे साले भोसडीके पहिली बात की ये ।तू हमे मत सिख भड़वे और एग्जाम की पहले ली अगर वापस देना ही नही था तो मुह से हगते क्यों फिरते तुमलोग बड़गांव अपने बाप को मत सिख मादरचोद तेरे UP बिहार जैसा कचरा हमे पैदा नही कारक रखा तुम लोग वह पैदा होते और पेट भरने के लिए या आते। @freedom2fight4	HOF	PRFN	TIN
hasoc_hi_5433	भड़वा गिरी कर 2 करोड क्युं?? 20 करोड़ भी हो जाएंगे...	HOF	HATE	UNT
hasoc_hi_350	#AIMIM President Barrister Asaduddin Owaisi speaks about Nation's Security in #LokSabha & said from 2005 till now 73 security personnel & 88 locals have died in #Kashmir, how many IB,RAW officials have been suspended after Pulwama attack, how did the Rdx reach there. @asadowaisi	NOT	NONE	NONE
hasoc_hi_1669	तेरे जैसे लोग होते हैं जो हिन्दू मुस्लिम करने में अपनी जिंदगी बिता देते हैं ओर लोगों के तलवे चाटने में भी । ओर फिर उसके बाद टतुम्हे क्या मिलता हैं : तेरी औकात क्या है। #भड़वा_साला @manakgupta	HOF	PRFN	TIN
hasoc_hi_2320	जायरा के ट्वीट से यह लगता है कि वह रंडी बनने से बच गयी बाकी सब वही कर रही है।	HOF	PRFN	TIN
hasoc_hi_7634	केजरीवाल का कामनवेल्थ घोटाला  सिसोदिया आज का कलमाड़ी हैं    दिल्ली में स्कूलों में कमरों के नाम पर हुई लूट का पूरा सच - जानिए कपिल मिश्रा से	NOT	NONE	NONE
hasoc_hi_5580	#बुजुर्ग कहते है #कुत्ते की पूंछ कभी सीधी नहीं होती! मेरा तो यह मानना है कि #कुत्ते की #पूंछ अगर सीधी हो भी जाय, तो रहेंगा तो #कुत्ता  ही।	HOF	OFFN	UNT
hasoc_hi_6750	#Watch यह विडियो दिल दहला देने वाला है कैसे यह हिन्दूत्व बिग्रेड मुसलमान के साथ बर्बरतापूर्ण व्यवहार कर रही है धर्म के नाम पर किसी विशेष वर्ग को टारगेट करना ङराना कहां तक जायज है  ।    Welcome to Modi's Hindu Rashtra 2.0    	NOT	NONE	NONE
hasoc_hi_4125	शमी पाद भी दे तो ये अमर उजाला वाले भोसड़िके उसकी बीवी के घर पहुँच जायें उसकी दिली ख़्वाहिश जानने https://twitter.com/amarujalanews/status/1142827640321003520 …	HOF	PRFN	UNT
hasoc_hi_4977	BJP के नेता और PM सिर्फ़ अच्छे से बोलते है जहां चुनाव हो या जहां BJP सरकार न हो?    कैलाश विजयवर्गीय को मीडिया बहुत ही सभ्य बता रही थी बंगाल में शांति लाने वाले नेता बताये जा रहे थे।    लेक़िन कल कैसे के पुत्र ने कर्मचारी को पेला और बाप ने कैसे मीडिया को उसकी औकात दिखा दी।	HOF	HATE	UNT
hasoc_hi_1948	गुफाओ के दरवाजे फिर खोल रहा हु   भगतो में बाबा राम रहीम बोल रहा हु	NOT	NONE	NONE
hasoc_hi_39	अबे सुअर के बीज, इसमे कोई हलाला की पैदाइस ही होगा, बजरंगी बजरंगी होते, जाहिल नीच गिरे जिहादी नही।	HOF	HATE	UNT
hasoc_hi_1054	  #चमचों के बीच गुजरते हुए #मोदी_मोदी बोल दो या फिर  #कुत्ते की पूंछ पर पैर रख दो ...    फिर देखो ...     दोनों की एक जैसी प्रतिक्रिया होगी       #SaturdayThoughts  #ModiGlobalPower	NOT	NONE	NONE
hasoc_hi_1617	अबे सुअर की औलाद  इस तरह की बात करते  तुझे शर्म नहीं आई।  #नीच   निचता की ही बात करेगा।	HOF	PRFN	UNT
hasoc_hi_4031	सड़क छाप भक्तो आ रहे है तुम्हारे पप्पा  स्वागत नही करोगे....    घर पर सजा धजा के रखो सब का नम्बर आएगा बारी बारी.... 	HOF	HATE	UNT
hasoc_hi_2002	Iss disha m aapka kya kadam h..... aap par yuva supporter ka bharosa uth rha h....aap sirf baat karte h...	NOT	NONE	NONE
hasoc_hi_2253	अनीस को जारी किए गए समन में कहा गया है कि वे दिल्ली स्थित एनआईए हेडक्वार्टर में पेश हों	NOT	NONE	NONE
hasoc_hi_14	गर्दन काट देनी चाहिए इस हरामी की	HOF	OFFN	UNT
hasoc_hi_3560	ये भड़वा बहुत बड़ा दलाल है,, आज राइट विंगर पत्रकार बनने का ढोंग कर रहा है,, इसके पुराने ट्वीट गूगल करके पढ़ लो, खुद समझ जाओगे।	HOF	PRFN	UNT
hasoc_hi_3357	वाह जी! किस तरफ़ प्रशंसा हो रही है @anjanaomkashyap ? भर्त्सना हो रही है। वो भी जमकर। और रही बात रिपोर्टिंग की तो वह कल भी घटिया थी। आज भी है, और रहेगी।     आक थू ऐसी पात्रकारिकता को ऐसे लोगो की तारीफ़ करने वालो की।	HOF	HATE	UNT
hasoc_hi_3813	Sahi kha,lajwaab sangeet itni meethi aawaaz mei	NOT	NONE	NONE
hasoc_hi_5698	मोहम्मद सामी ने भारत को हारा मैच जिता दिया , काश टीपू सुल्तान को भी भारत कुछ मदद करता तो अंग्रेज नंगे पैर भारत से भाग खड़े होते,,	NOT	NONE	NONE
hasoc_hi_408	#साहेब ने इण्टरव्यु के लिए #अक्षय_कुमार को चुना! जो सिर्फ उनकी तारीफ़ वाले बकवास सवाल करे,  अभी भी कह रहा हूँ आ जाइए @ndtv office, @ravishndtv का सामना कीजिए. AC रूम में पसीना फेंक देंगे क्योंकि जायज़ मुद्दों पर बात होगी #अक्षय वाली चाटुकारिता नही     #ModiWithAkshay #Elections2019	NOT	NONE	NONE
hasoc_hi_2109	चीन के वो गुप्त 'क़ैदखाने' जहां बंद हैं लाखों मुसलमान. बीबीसी की टीम यहां तक पहुंची 	NOT	NONE	NONE
hasoc_hi_1807	दिल्ली के दिल चांदनी चौक में दुर्गा मंदिर में 300 नमाजियों की भीड़ नें हमला करके मूर्तियां तोड़ दीं।    चर्च का कांच टूटने या एक शॉल वाले की पिटाई पर खूब कोहर्रम हुआ परंतु अब पूर्ण सन्नाटा।    रुदाली गैंग और असहिष्णुता का रोना रोने वाले अब सेक्युलर बुर्के में घुस गए।	NOT	NONE	NONE
hasoc_hi_4312	Kuchh loagoan Ko babasir bhi hai Pandey andey ko	NOT	NONE	NONE
hasoc_hi_4976	#MobLynching-  1. झारखंड के सरायकेला में मंदिर में तोड़फोड़। गांव की औरतों को रेप की धमकियां।    2. मुरादाबाद में गंगाराम को पीट-पीटकर मार डाला। उनकी नाबालिग बेटी से रेप हुआ।    3. मेरठ के प्रह्लादनगर में मुसलमानों के डर से लोग घर बेच रहे हैं। 1/n	NOT	NONE	NONE
hasoc_hi_900	तकलीफ भेनचोद एक ही है कि मे साला चुतिया दिमाग होने के बावजूद भी दिल से सोचता हूँ।	HOF	PRFN	UNT
hasoc_hi_3182	हजारों बच्चों की दुआएं आपके साथ हैं @ajitanjum जी। आपने इन दिनों जिस कर्त्तव्यनिष्ठा के साथ पत्रकारिता की हैं वह एक मिसाल है।    उन दंगाई पत्रकारों से आप लाख भले है जो DNA चेक करते है हल्लाबोल के साथ दंगल करते हैं तो कभी आर-पार करते है लेकिम सरकार से सवाल नही करते।    आपको सलाम !	NOT	NONE	NONE
hasoc_hi_2068	अल्लाह को गाली दो तो हिन्दू खुश होते है,और भगवान को गाली दो तो मुसलमान..  अब इनको कौन समझाए की पानी और Water में कोई अंतर नही होता  @Anjupra7743	NOT	NONE	NONE
hasoc_hi_7155	Yoongi and Namjoon: I don't like Bangtan Boys.     Me:	NOT	NONE	NONE
hasoc_hi_203	राजीव गांधी जी की पुण्यतिथि 21 मई को है लेकिन पूरा देश आज ही राजीव जी को याद कर रहा है     #नीच को मुंह की खानी पड़ी है	HOF	HATE	TIN
hasoc_hi_375	उन चूड़ियों का दर्द, दिल बेध देती हैं  जिन्होंने अपने खनकने की वजह खो दी।    #हिंदी_शब्द   #शब्दनिधि 	NOT	NONE	NONE
hasoc_hi_4523	चीन के सहारे चल रही अर्थव्यवस्था, फिर भी दिखा दिए तेवर.	NOT	NONE	NONE
hasoc_hi_5983	क्या हरामी आदमी है ये राहुल बहन का लावड़ा 	HOF	PRFN	TIN
hasoc_hi_4775	जोया जी आप उस दल्ली का पीछा  तब तक मत छोड़ना जब तक वो दलाली ना छोड़ दें उसे उसकी औकात जरूर याद दिलाना,	HOF	HATE	UNT
hasoc_hi_1011	भडवा गर्दी के पैसों से ख़रीदी है क्या कार	NOT	NONE	NONE
hasoc_hi_2197	इलाहाबाद वालों! मतदान के लिए घर से निकलो, और हाँ अतीक अहमद के अपमान को याद रखना. सेकुलर वोटो की ठेकेदारी करने वालों को सबक़ ज़रूर सिखाना. जब वोट आपका तो प्रतिनिधित्व भी आपका     #VotingRound6 #Phase6	NOT	NONE	NONE
hasoc_hi_501	जहां देखो चड्डी गमछा वालों को  गांड़ में गोली मरो सालो को	HOF	PRFN	TIN
hasoc_hi_4684	rohit sharma: अब सेंचरी बनाना गान्ड खुजने जैसा हो गया है.......	HOF	PRFN	UNT
hasoc_hi_5312	देश का 22 करोड़ मुसलमान ही काफी हैं। पाकिस्तान को ख़त्म करने के लिए.    @AbbasAliRushdi @syedasimwaqar @shaukat_aimim @Aqdas_shaikh_22 @AshrafFem	HOF	HATE	TIN
hasoc_hi_6230	#कुत्ते दो तरीके के पाले जाते हैं  एक पाला हुआ   दूसरा खरीदा हुआ  #मणिशंकर_कांग्रेस का #पाला हुआ कुत्ता है और #सिद्धू_खरीदा हुआ	HOF	OFFN	TIN
hasoc_hi_2001	महबूबा मुफ्ती तू नास्तिक है तू इमरान खान की रैखैल है समझी. मुझे गर्व है मेरे भगवा जर्सी और भारती टीम पर. तू जैसी पाकिस्तानी दलाल की ओकात nhi है कि भगवा और भारती टीम को बदनाम करे क्यो की तू तो भड़वा है	HOF	OFFN	UNT
hasoc_hi_2789	'भड़वा' जर्सी आ गयी है रविवार को तुम्हे पहनाकर मैदान में उतारा जाएगा कोई जले तो जले	HOF	OFFN	UNT
hasoc_hi_5656	अच्छा,,और कौन कौन है नीच???    एक #नीच  शब्द ने कांग्रेस से कहा से कहा पहुँचा दिया,,       अब जरा शब्दों को सुधारने की जरूरत है शायद,,	HOF	PRFN	UNT
hasoc_hi_734	Jab sabhi post par Brahman or Thakur ban jata hai, usi ko Ram rajya kahte hai, baki tamasa to dekh hi rahe ho	HOF	HATE	UNT
hasoc_hi_2882	एक बात बताऊँ तुमको इस दंगाई भीड़ को गोली से मारना शुरू कर दो    नही तो वो दिन दूर नहीं जब 8-10 की टोली आपके सामने आपकी बेटी या बहन का बलात्कार करेगी    और विरोध करने पे आपकी लिंचिंग करेगी क्यूँकि बेरोज़गारी बढ़ेगी तो अपराध बढ़ेगा    और अपराधियों की शादी कौन करेगा  तो बलात्कार बढ़ेंगे~	HOF	OFFN	UNT
hasoc_hi_5232	#कमीने मोलाना अरशद कासमी को 14 दिन की न्यायिक हिरासत में जेल भेजा गया!!    #कल इसने SC की महिला वकील के साथ LIVE बहस में गाली- गलौज व मारपीट की थी!!    #भारतीय न्याय-व्यवस्था की जय हो??	HOF	HATE	UNT
hasoc_hi_2958	जानते हो ISIS चीन क्यो नही जा पा रहा  जानते हो चीन में क्यो पत्थरबाजी नही हो रही    क्यो की चीन के आर्मी टैंक शहरों की सड़कों पे भी चलना जानती है    हमारे यहां तो जज लोग रबर की गोलियों की भी इंच इंच मापातोली करने बैठ जाते है, सड़क पे टैंक उतार दे तो चड्डी बनियान में ही धरना कर देंगे	HOF	OFFN	UNT
hasoc_hi_5018	मनोज तिवारी ने केजरीवाल सरकार पर शिक्षा के नाम पर 2000 करोड़ रुपये का घोटाला करने का आरोप लगाया है	NOT	NONE	NONE
hasoc_hi_1114	ये अनुभव घर के बुजुर्गों से पाए हो??	NOT	NONE	NONE
hasoc_hi_4836	Sabsa jyada gundai aap key he sarkaar ma thi Yadav Je police chowki tak too fook de jaati hai	HOF	OFFN	TIN
hasoc_hi_6038	जायरा के अभिनय छोड़ने पर शाह फैसल बोले, उनके फैसले के सम्मान के अलावा कोई और विकल्प नहीं    https://abpnews.abplive.in/bollywood/shah-faesal-tweeted-on-zaira-wasim-decision-to-quit-acting-1157512 … #ZairaWasim	NOT	NONE	NONE
hasoc_hi_2562	बाबा रामरहीम को अगर अच्छे व्यवहार के कारण पैरोल पर छोड़ा जा रहा है    तो आशाराम ने कौन सा जेलर साहेब की बीवी का मुंह तोड़ा है, उन्हें भी छोड़ दो..    ताकि कुछ सड़क छाप भक्तीनो की गोद भराई हो जाए 	HOF	HATE	TIN
hasoc_hi_96	आजम खान कुछ भी बोलता है । इस मादरचोद को उड़ा दो साले को ।	HOF	PRFN	TIN
hasoc_hi_7337	ये केजरीवाल गधे का बच्जा  पापी हरामी सुवर साला कलंक है	HOF	OFFN	TIN
hasoc_hi_7150	सुवर का लुंड डालूंगा इसके मुंह में  	HOF	PRFN	UNT
hasoc_hi_7075	हिंदु हूँ और हिंदुत्व की ही बात करूंगा    जय श्री राम    Follow @Iam_thakurs	NOT	NONE	NONE
hasoc_hi_5341	बोलती चूड़ियों की खनक मेरे कानों में बचपन से आती रही  मेरे माँ के जिम्मेदारियों की भनक मुझे भी  दुनियादारी सिखाती रही....    #आपकी_काँची  #हिंदी_शब्द  #शब्दनिधि	NOT	NONE	NONE
hasoc_hi_4381	कोण भेनचोद होगा ???  Burkha, पप्पु, sidhu.	HOF	PRFN	TIN
hasoc_hi_3523	#Mayawati ji should be #PM of India!	NOT	NONE	NONE
hasoc_hi_7442	संसद मे श्रीराम की लत लगाकर राष्ट्रवाद का ढोंग रचने वालो  130 बच्चों की मौत का जिक्र अल्लाह हू अकबर वाले ने ही किया बाकी हंस रहे थे	NOT	NONE	NONE
hasoc_hi_7419	किसको 'याद'आना...और...  किसीको याद करना....  दोनों अलग अलग बातें होती  है,  'याद' हम उन्हें करते है.....  जो हमारे अपने होते हैं....    और हम 'याद' उन्हें आते है  जो हमें अपना समझते है....  #बज़्म #अल्फाज़े_बयां #પુજા   Good evening   Coffee time 	NOT	NONE	NONE
hasoc_hi_7617	नन्ही “फूल” सी बिटिया,एक प्यारी सी गुड़िया, हाथ नहीं काँपे उन राक्षसों के, ज़िंदा जला दिया जाये तो भी सज़ा अधूरी ही रहेगी...#TwinkleSharma	NOT	NONE	NONE
hasoc_hi_1528	#TempleTerrorAttack संभल जाओ हिंदुओं बहुत देर हो चुकी है   फिर भी अभी संभलने का मौका है।  इन हरामी मुल्लो से दूरी बना कर रखो इनकी दुकान से कुछ भी मत खरीदो बाद मे देख लेना ये कटोरा लेकर घुमेंगे  	HOF	OFFN	TIN
hasoc_hi_1479	'सूर्यवंशी' की मेकिंग VIDEO आई सामने, हेलिकॉप्टर, कार और बाइक पर खतरनाक स्टंट करते दिखे अक्षय कुमार     https://abpnews.abplive.in/bollywood/akshay-kumar-shares-sooryavanshi-shooting-video-check-out-1157934 …    #AkshayKumar #Sooryavanshi	NOT	NONE	NONE
hasoc_hi_7093	शान्ति दूत मोदी और बिकाऊ bollywood । देखिये। शेयर कीजिये	NOT	NONE	NONE
hasoc_hi_3359	भाजपा जॉइन कर के रजिस्टर्ड भड़वा कब बन रहे हो..???	HOF	PRFN	TIN
hasoc_hi_6666	वीडियो में आपको कुछ गुंडे नजर आएंगे, ये गुंडा कोई और नहीं राम भक्त और बंगाल में सुशासन के ठेकेदार कैलाश विजयवर्गीय का सुपुत्र हैं। वैसे ये भाजपा के विधायक भी हैं।	NOT	NONE	NONE
hasoc_hi_5411	ठहर भोसरी की ।।।    बड़ी शांति की बातें कर रही है ।।  इन भैनचोद मुल्लो ने देश को बर्बाद कर दिया और तेरे को इन पर बड़ा प्यार आ रहा है ।  पूछ उन परिवारों से जिन्होनें अपना सपूत खोया है ।।  तेरी तो*****************	HOF	PRFN	TIN
hasoc_hi_5800	बंग्लादेश सरकार ने हर बेरोजगार को कपड़ा उत्पादन से जोड़कर इतिहास रच दिया हम बेरोजगारों को कहते हैं हिंदुत्व खतरे में है,,,	NOT	NONE	NONE
hasoc_hi_6520	Happy Birthday @byadavbjp Ji  माँ जगदम्बा का आशीर्वाद आप पर सदैव बना रहे	NOT	NONE	NONE
