,text_id,text,task_1,task_2,LASER_embeddings_commen,LASER_embeddings_lib
3226,hasoc_de_3227,"Du, nicht mehr mein #Deutschland    ÜBERRASCHUNG! Arabische Kinder sollen die 11-Jährige in den Tod getrieben haben | Schul-Horror #5  https://t.co/4SYFC2EFe0    Mein Beileid und ruhe in Frieden kleine Ines    #mobbing #suizid #mord #Berlin #Reinickendorf #politik #medien #Ines #Gewalt https://t.co/ejISGfdHWT",NOT,NONE,"[ 5.7981340e-03 -2.9014600e-05  1.8565983e-02 ...  4.0653616e-02
  3.3854879e-02  4.4173509e-02]","[ 5.7981340e-03 -2.9014600e-05  1.8565983e-02 ...  4.0653616e-02
  3.3854879e-02  4.4173509e-02]"
3227,hasoc_de_3228,Ich habe ein Video zu einer @YouTube-Playlist hinzugefügt: https://t.co/WdjMXCiMej 11.11.18 Die heimliche Geschichte: von Angela,NOT,NONE,"[ 0.00727411 -0.0001206  -0.00135494 ...  0.02727633  0.01488264
  0.04406043]","[ 0.00727411 -0.0001206  -0.00135494 ...  0.02727633  0.01488264
  0.04406043]"
3228,hasoc_de_3229,Ich habe ein Video zu einer @YouTube-Playlist hinzugefügt: https://t.co/64RpufIhDg 'Sie sind ein Deutschland-Feind!' Prof. Meuthen,NOT,NONE,"[ 0.00558205 -0.00011391 -0.00484034 ...  0.02853756  0.03408685
  0.01737402]","[ 0.00558205 -0.00011391 -0.00484034 ...  0.02853756  0.03408685
  0.01737402]"
3229,hasoc_de_3230,Ich habe ein Video zu einer @YouTube-Playlist hinzugefügt: https://t.co/YOOtg0bVoy 'Wählen wir die Idioten ab!' AFD TRAILER/TV SPOT,HOF,OFFN,"[ 0.00893154 -0.00013186 -0.00348346 ...  0.02611042  0.01762331
  0.02826674]","[ 0.00893154 -0.00013186 -0.00348346 ...  0.02611042  0.01762331
  0.02826674]"
3230,hasoc_de_3231,Aufgrund der Insolvenz wird das Gerry Weber Geschäft im Alstertal Einkaufszentrum in #Hamburg Poppenbüttel im November geschlossen  insgesamt 7 Modehäuser gibt es in #Hamburg   #futschi  https://t.co/yXXyfoSz7M,NOT,NONE,[0.0085794  0.03449803 0.00275861 ... 0.03224624 0.0174435  0.04728369],[0.0085794  0.03449803 0.00275861 ... 0.03224624 0.0174435  0.04728369]
3231,hasoc_de_3232,Das Allgemeine Krankenhaus (AKH) in #Celle und #Peine schließt seine Abteilungen Schreibdienste und Archiv und vergibt sie an externe Dienste  18 Mitarbeiter sind davon betroffen  #futschi  https://t.co/6pn9cRuQiK,NOT,NONE,[0.02431433 0.00019587 0.00626535 ... 0.04520119 0.01686401 0.04809728],[0.02431433 0.00019587 0.00626535 ... 0.04520119 0.01686401 0.04809728]
3232,hasoc_de_3233,Ein Großkunde des Autozulieferers iwis aus #Landsberg fordert die Produktion in die Nähe des Autoherstellers zu platzieren  deswegen wird Teil der Produktion von Steuerketten für Verbrenner nach Rumänien verlagert  für 120 Beschäftigte ist der Job #futschi  https://t.co/yRsejgkJXy,NOT,NONE,[0.00076438 0.00014054 0.00391059 ... 0.01784214 0.01833833 0.03655452],[0.00076438 0.00014054 0.00391059 ... 0.01784214 0.01833833 0.03655452]
3233,hasoc_de_3234,"Da hängt ein #futschi in der Luft  in Planung steht, sämtliche Zeitungen der Du Mont Gruppe zu verkaufen  Mitarbeiter befürchten, dass beim Wechsel des Besitzers die Print-Ausgabe der Boulevardzeitung MoPo aus Hamburg eingestellt werden könnte  https://t.co/VNKmgFjmov",NOT,NONE,[0.00796141 0.03580698 0.00084216 ... 0.03403092 0.0173596  0.03066349],[0.00796141 0.03580698 0.00084216 ... 0.03403092 0.0173596  0.03066349]
3234,hasoc_de_3235,Durch Überprüfung von Fingerabdrücken u Abgleich mit marokkanischen Behörden bei nach #Schweden illegal eingereisten Marokkanern steht fest:  nur jeder 10. von ihnen ist unter 18 Jahre  bei finden der Identität verpieseln sich die Marokkaner in andere Länder  https://t.co/V0vcorwpYk,NOT,NONE,[0.0201793  0.01143555 0.01992082 ... 0.02215368 0.01066856 0.0470334 ],[0.0201793  0.01143555 0.01992082 ... 0.02215368 0.01066856 0.0470334 ]
3235,hasoc_de_3236,"#Schweden  Bombenterror in Malmö geht weiter  allein 17 ‼️💣gab es allein dieses Jahr  Nachtclubs, Taxis, Restaurants, Fahrschule, Supermarkt  Türen, Balkone, Treppen in Wohnhäuser  Sicherheit geht anders, ist aber der sozialistischen Regierung komplett egal  https://t.co/zognpeoj6m",NOT,NONE,"[ 1.4129009e-02  3.0739229e-05  4.7769463e-03 ...  3.0499203e-02
  2.9742329e-03 -9.9835603e-04]","[ 1.4129009e-02  3.0739229e-05  4.7769463e-03 ...  3.0499203e-02
  2.9742329e-03 -9.9835603e-04]"
3236,hasoc_de_3237,"Innerhalb 24 Stunden ist nun die 3. 💣in Malmö explodiert  Familien sind vom Knall wach geworden, der den Eingangsbereich ihres Wohnhauses in Rosengård komplett zerstörte  die organisierte Bandenkriminalität hat freie Bahn und läßt es ordentlich krachen  https://t.co/UIljVjoU3M",NOT,NONE,"[-0.00047002  0.0185206   0.01336841 ...  0.03710668  0.02730299
  0.02709665]","[-0.00047002  0.0185206   0.01336841 ...  0.03710668  0.02730299
  0.02709665]"
3237,hasoc_de_3238,#Schweden  Die Sicherheitspolizei Säpo hat in den letzten Wochen 6 islamische Extremisten eingebuchtet und fordert die Abschiebung  die beiden darunter befindenden Imame werden nun abgeschoben  https://t.co/KVfNjL143c,NOT,NONE,"[3.5665795e-02 5.8938724e-05 9.4039859e-03 ... 6.9381237e-02 1.9230671e-02
 3.4902133e-02]","[3.5665795e-02 5.8938724e-05 9.4039859e-03 ... 6.9381237e-02 1.9230671e-02
 3.4902133e-02]"
3238,hasoc_de_3239,Das ist gut und ich hoffe es werden noch mehr. https://t.co/5LwD1Hg4lx,NOT,NONE,"[ 1.2326866e-02 -9.3106893e-05  6.8477495e-04 ...  1.2313922e-02
  1.7227234e-02  2.8289726e-02]","[ 1.2326866e-02 -9.3106893e-05  6.8477495e-04 ...  1.2313922e-02
  1.7227234e-02  2.8289726e-02]"
3239,hasoc_de_3240,"'Bulgare' Dimitri missbraucht seine 8-jährige Tochter seit Jahren, die  Mutter deckte den Missbrauch. Haftbefehl: Fehlanzeige. Schließlich  besteht beim 'Bulgaren' keine Fluchtgefahr - ist doch logisch!  https://t.co/fHujn5UhRH  https://t.co/5RYtECBcha",NOT,NONE,"[ 0.00462619  0.00079574 -0.00072808 ...  0.0346128   0.03457896
  0.04759037]","[ 0.00462619  0.00079574 -0.00072808 ...  0.0346128   0.03457896
  0.04759037]"
3240,hasoc_de_3241,"Ich habe gerade mal die Tweets des Auswärtigen Amtes der letzten Tage durchgeschaut, ob es 1 Tweet zu Hongkong gab - wo bekanntlich  1 Million Menschen gegen das Auslieferungsgesetz  demonstrierten. Fehlanzeige. Aber u.a. einen zu Anne Frank (Maas bewältigt weiter die NS-Zeit).",NOT,NONE,[0.01835032 0.00052193 0.00391251 ... 0.03882243 0.00744871 0.03598588],[0.01835032 0.00052193 0.00391251 ... 0.03882243 0.00744871 0.03598588]
3241,hasoc_de_3242,CO2-Steuer und Stromeinspeisekosten für Euch. Luxus-Tesla für grüne Apparatschiks. #Verbotspartei https://t.co/4XAFMmB77e,NOT,NONE,[0.00979346 0.00940695 0.00050673 ... 0.00996908 0.01768022 0.04965455],[0.00979346 0.00940695 0.00050673 ... 0.00996908 0.01768022 0.04965455]
3242,hasoc_de_3243,#Fürstenberg: Afghane versucht in der Asylunterkunft die Türe zum Zimmer von zwei Syrern in Brand zu setzen - “nach ersten Erkenntnissen ist ein fremdenfeindlicher Hintergrund ursächlich für die Begehung der Tat gewesen”  https://t.co/rqwfzPSRo9,NOT,NONE,"[ 1.8076394e-02 -2.6133286e-05  3.3883309e-05 ...  5.7477359e-02
  9.0502575e-03  6.1148670e-02]","[ 1.8076394e-02 -2.6133286e-05  3.3883309e-05 ...  5.7477359e-02
  9.0502575e-03  6.1148670e-02]"
3243,hasoc_de_3244,"Heidelberg hat Grün gewählt. Die Grünen im Stadtrat möchten, dass Autofahren so teuer wie der Nahverkehr wird. 1. Maßnahme,  Anwohner Parkausweise von jährlich 36 auf 504 Euro zu erhöhen. https://t.co/jhQQQI6Vxt",NOT,NONE,[0.00525041 0.01217985 0.00632113 ... 0.00088632 0.00214801 0.05715321],[0.00525041 0.01217985 0.00632113 ... 0.00088632 0.00214801 0.05715321]
3244,hasoc_de_3245,"Die Wissen­schaftler bewiesen, dass Klima­wandel kein Extrem­wetter verursacht – also gingen Poli­tiker zum Angriff über https://t.co/AAEKAShaIJ https://t.co/ZF4ipg8LDu",NOT,NONE,"[ 3.0467123e-02 -9.3552240e-05  2.0971184e-04 ...  1.9042939e-02
  2.5911799e-02  3.3348396e-02]","[ 3.0467123e-02 -9.3552240e-05  2.0971184e-04 ...  1.9042939e-02
  2.5911799e-02  3.3348396e-02]"
3245,hasoc_de_3246,Das kommt sehr bald auch in D. Und die Muslimbrüderschaften werden sich dann dem Kaetoffelstaat zur Kontrolle des Phänomrns andienen und damit zur staatstragenden Kraft. So geht Taktik. https://t.co/jwB6EXhXrF,NOT,NONE,[0.00951687 0.00565799 0.02112276 ... 0.07086147 0.00856371 0.03657376],[0.00951687 0.00565799 0.02112276 ... 0.07086147 0.00856371 0.03657376]
3246,hasoc_de_3247,"Ich hätte gern meine #Meinungsfreiheit zurück. Warum darf man nicht mehr die gesellschaftlichen Entwicklungen hin zum #Islam mit all seinen menschenverachtenden Facetten ansprechen, ohne gesellschaftliche Ächtung und Brandanschläge fürchten zu müssen?     #unsereFreiheit https://t.co/hWlkMC2uqC",NOT,NONE,"[ 0.00728779  0.00627882 -0.00035166 ...  0.05907042  0.02319803
  0.03964986]","[ 0.00728779  0.00627882 -0.00035166 ...  0.05907042  0.02319803
  0.03964986]"
3247,hasoc_de_3248,Berlin kann nicht nur Flughäfen nicht bauen. Auch mit 'Heizung und Kühlanlagen' für große Immobilien ist die Hauptstadt überfordert. Wie wäre es mit einem Preisschild für die ganze Stadt - und dann einstellen bei Alibaba? https://t.co/6otk0bSXiv.,NOT,NONE,"[ 7.5859153e-03 -5.2780970e-06 -8.9212501e-04 ...  1.0182747e-02
  2.7156964e-02  2.6625540e-02]","[ 7.5859153e-03 -5.2780970e-06 -8.9212501e-04 ...  1.0182747e-02
  2.7156964e-02  2.6625540e-02]"
3248,hasoc_de_3249,Die ganze EU ist zu einem Eldorado für Straftäter und Terroristen und Sozialschmarotzern verkommen!   Shit hole-Kontinent https://t.co/UykkcicfNF,HOF,PRFN,[0.03862753 0.00042934 0.00156754 ... 0.03225235 0.01287993 0.01477966],[0.03862753 0.00042934 0.00156754 ... 0.03225235 0.01287993 0.01477966]
3249,hasoc_de_3250,"Mutmaßlicher Terror-Helfer in Schleswig-Holstein verhaftet. Der Kosovare soll dem Ermittlungsrichter am Bundesgerichtshof (BGH) vorgeführt werden. Dieser entscheidet, ob er in Untersuchungshaft kommt. #Pinneberg https://t.co/8OnUUNPiVJ",NOT,NONE,"[ 1.0520594e-02 -7.5727439e-06 -1.7281636e-03 ...  6.9302633e-02
  2.2942912e-02  2.6103646e-02]","[ 1.0520594e-02 -7.5727439e-06 -1.7281636e-03 ...  6.9302633e-02
  2.2942912e-02  2.6103646e-02]"
3250,hasoc_de_3251,"#Mittenwald: Syrer schleust per Auto einen Syrer und drei minderjährige Iraker ein, von denen einer vermutlich an Windpocken erkrankt ist #Einreise  https://t.co/Um5S8YGLll",NOT,NONE,"[ 1.2858006e-02 -9.8951923e-06 -1.2207635e-03 ...  5.5653863e-02
  1.4969943e-02  5.6560807e-02]","[ 1.2858006e-02 -9.8951923e-06 -1.2207635e-03 ...  5.5653863e-02
  1.4969943e-02  5.6560807e-02]"
3251,hasoc_de_3252,@FinjaFinte Vermutlich will eine bestimmte Gruppe diese Gegend für sich beanspruchen und die Einheimische dort verdrängen. Besonders in Rosengard wohnen überwiegend Muslime. Anders kann ich mir das nicht vorstellen bei dem Terror der dort herrscht.,HOF,OFFN,[0.03006068 0.0098444  0.01207165 ... 0.05041199 0.01189419 0.03724224],[0.03006068 0.0098444  0.01207165 ... 0.05041199 0.01189419 0.03724224]
3252,hasoc_de_3253,"@FinjaFinte Alleine wegen diesem Artikel hat es das Drecksblatt mehr als verdient, pleite zu gehen 'Von rund 1.000 [!!!] Personen bundesweit geht die Berliner Amadeu-Antonio-Stiftung aus' https://t.co/corECRuRWU",HOF,OFFN,[0.00953935 0.00304039 0.00713022 ... 0.00342262 0.01336426 0.0260207 ],[0.00953935 0.00304039 0.00713022 ... 0.00342262 0.01336426 0.0260207 ]
3253,hasoc_de_3254,Vergewaltigung einer 9-Jährigen: Tat und Opfer interessieren nicht. Nur wer dagegen demonstriert. wie Framing wirkt. https://t.co/sBzC7uTgue,NOT,NONE,"[ 0.00542403 -0.00015427  0.01758878 ...  0.01796353  0.02310682
  0.04164569]","[ 0.00542403 -0.00015427  0.01758878 ...  0.01796353  0.02310682
  0.04164569]"
3254,hasoc_de_3255,"twitter schlägt mir vor, Luisa Neubauer, der Klimaretterin mit worldwide fly- for-fun-experience zu folgen...  Spinnen die ?",NOT,NONE,"[ 0.00233201 -0.00015465  0.00618752 ...  0.02437209  0.00554931
  0.02349696]","[ 0.00233201 -0.00015465  0.00618752 ...  0.02437209  0.00554931
  0.02349696]"
3255,hasoc_de_3256,"Musiklärm, Unterhaltungen störend, Schreie in der Nacht: Gericht befindet Flüchtlinge für zu laut. Die Standortentscheidung sei 'unglücklich gewesen', da lediglich ein Zweifamilienhaus genehmigt worden sei. Nun leben dort bis zu  23 Flüchtlinge. #Esslingen https://t.co/8Yq0Pio8zO",NOT,NONE,[0.00215515 0.00060243 0.00229742 ... 0.02095371 0.04105514 0.03186463],[0.00215515 0.00060243 0.00229742 ... 0.02095371 0.04105514 0.03186463]
3256,hasoc_de_3257,Bevormunden lassen die sich im Osten bestimmt nicht der Schuss geht nach hinten los 😉😉😉Sie fürchten AfD-Regierung: Hollywood-Stars schreiben Brief an Bewohner deutscher Stadt https://t.co/RhmIGIlJZG,NOT,NONE,"[ 9.9974880e-03 -1.5621865e-05 -7.0986449e-04 ...  1.2686130e-02
  1.9349715e-02  3.1571824e-02]","[ 9.9974880e-03 -1.5621865e-05 -7.0986449e-04 ...  1.2686130e-02
  1.9349715e-02  3.1571824e-02]"
3257,hasoc_de_3258,Möglich machte das ein spezielles Förderprogramm vom Freistaat. Von den  435 000 Euro Sanierungskosten wurden 315 000 Euro gefördert. Die  Voraussetzung: In den ersten sieben Jahren dürfen nur anerkannte  Flüchtlinge in die Wohnungen ziehen.  https://t.co/yxFooOYbWD,NOT,NONE,"[4.8553430e-02 5.1436061e-03 3.1821142e-05 ... 5.9416424e-03 1.6527902e-02
 3.2719277e-02]","[4.8553430e-02 5.1436061e-03 3.1821142e-05 ... 5.9416424e-03 1.6527902e-02
 3.2719277e-02]"
3258,hasoc_de_3259,"Die Musik aus der Flüchtlingsunterkunft sei zu laut, die Unterhaltungen  seien störend und es werde mitten in der Nacht geschrien. Dies habe das  Landratsamt Esslingen als Vertreter des Landes Baden-Württemberg zu unterbinden (Az.: 2 K 6575/16). https://t.co/P3CGqVg620",NOT,NONE,"[ 8.4118331e-03 -1.3882847e-05  1.0046423e-03 ...  3.4504201e-02
  3.7479352e-02  3.8040664e-02]","[ 8.4118331e-03 -1.3882847e-05  1.0046423e-03 ...  3.4504201e-02
  3.7479352e-02  3.8040664e-02]"
3259,hasoc_de_3260,Die Kacke ist am dampfen... https://t.co/Wxe0dupvw1,NOT,NONE,"[ 6.9634635e-03 -1.8057199e-05  8.4328465e-04 ...  1.4394884e-02
  1.3739939e-02  2.6392076e-02]","[ 6.9634635e-03 -1.8057199e-05  8.4328465e-04 ...  1.4394884e-02
  1.3739939e-02  2.6392076e-02]"
3260,hasoc_de_3261,"Tage nachdem die Regierung dessen bevorzugte offizielle Definition von Islamophobie abgelehnt hatte, forderte die größte islamische Organisation in Großbritannien, dass gegen die konservative Regierungspartei offiziell wegen Islamophobie ermittelt werde. https://t.co/uKMqq5Z2pI",NOT,NONE,[0.02473493 0.03493659 0.01934233 ... 0.05524964 0.01486275 0.01619728],[0.02473493 0.03493659 0.01934233 ... 0.05524964 0.01486275 0.01619728]
3261,hasoc_de_3262,Von der Schließung der Werke des US-Automobilzulieferer Dura in #Plettenberg und #Kirchhundem sind 970 Mitarbeiter betroffen  #futschi  https://t.co/lK1awAgOJ8,NOT,NONE,[0.00421608 0.01388298 0.00013673 ... 0.02975061 0.01466085 0.05439486],[0.00421608 0.01388298 0.00013673 ... 0.02975061 0.01466085 0.05439486]
3262,hasoc_de_3263,"Der Hemden- und Blusenspezialist Seidensticker aus #Bielefeld schließt seinen Laden in der Innenstadt von #Essen mit 6 Mitarbeitern  Textilhändler Desigual, Schiesser und Benetton haben bereits vor kurzem dicht gemacht, Billigläden sind eingezogen  #futschi  https://t.co/bB2XPqHE7b",NOT,NONE,"[2.6118435e-02 2.6927673e-05 4.6856186e-04 ... 3.6717057e-02 1.2163217e-02
 2.9845670e-02]","[2.6118435e-02 2.6927673e-05 4.6856186e-04 ... 3.6717057e-02 1.2163217e-02
 2.9845670e-02]"
3263,hasoc_de_3264,Das DRK-Krankenhaus in #Luckenwalde ist seit mehreren Monaten insolvent  nach der Übernahme durch die KMG Kliniken war erst Personalabbau ausgeschlossen worden  nun flattert bei den Haustechnikern die Kündigung in den Briefkasten  #futschi  https://t.co/SnyB3DJp6V,NOT,NONE,"[ 1.2589779e-02 -2.4291185e-05  5.0900588e-03 ...  5.0253008e-02
  2.3229428e-02  2.5954910e-02]","[ 1.2589779e-02 -2.4291185e-05  5.0900588e-03 ...  5.0253008e-02
  2.3229428e-02  2.5954910e-02]"
3264,hasoc_de_3265,"Die Süddeutsche Service GmbH ist spezialisiert auf Auslieferung, Montage von Elektrogroßgeräten, TV- und HiFi-Geräten  ein Hauptkunde gab neue Preise für Dienstleistungen vor, die unrentabel sind  von der Insolvenz sind 80 Mitarbeiter betroffen  #futschi  https://t.co/XkNpqlEwqV",NOT,NONE,"[ 2.5017668e-02 -1.9403158e-05 -1.4405218e-03 ...  2.4794683e-02
  1.1093812e-02  4.3165453e-02]","[ 2.5017668e-02 -1.9403158e-05 -1.4405218e-03 ...  2.4794683e-02
  1.1093812e-02  4.3165453e-02]"
3265,hasoc_de_3266,"2 Tage vor der heftigen 💣Explosion in Linköping, gab es bereits eine weitere Detonation   Polizei geht davon aus, dass diese eine Probesprengung war  Terrorismus kann nicht ausgeschlossen werden  https://t.co/U4Q7AnqiKt",NOT,NONE,"[ 2.7370455e-02 -1.7214357e-05 -1.0114228e-03 ...  2.5249489e-02
  4.7143485e-02  3.6710478e-02]","[ 2.7370455e-02 -1.7214357e-05 -1.0114228e-03 ...  2.5249489e-02
  4.7143485e-02  3.6710478e-02]"
3266,hasoc_de_3267,"Was für Überraschung in #Schweden  die zahnlosen Terrorgesetze lassen den islamischen Extremismus massiv anwachsen, berichtet die Sicherheitspolizei Säpo  die Sozialistische Regierung hält es immer noch nicht für nötig, entsprechende Gesetze zu entwerfen  https://t.co/dd0bN4Tdk7",NOT,NONE,"[ 0.02614544  0.00761653 -0.00071022 ...  0.0610812   0.03244691
  0.02485541]","[ 0.02614544  0.00761653 -0.00071022 ...  0.0610812   0.03244691
  0.02485541]"
3267,hasoc_de_3268,"Clankrieg in der bunten Stadt Malmö in #Schweden  letzte Nacht 2 Detonationen innerhalb 1 Stunde  im bunten Viertel Rosengård wurde Haustür, Fenster durch Druckwelle zerstört  Innenstadt eine Explosion vor Nachtclub  auch mehrere Schießereien in letzten Tagen  https://t.co/oaAFgHduMB",NOT,NONE,"[ 1.1721839e-02 -2.1152584e-05  2.6604256e-03 ...  2.8102081e-02
  2.8385486e-02  1.8274458e-02]","[ 1.1721839e-02 -2.1152584e-05  2.6604256e-03 ...  2.8102081e-02
  2.8385486e-02  1.8274458e-02]"
3268,hasoc_de_3269,"Nun ist es soweit.Ohne Angabe von Gründen hat #Twitter (nachdem es eine Offensive vom linken #Meldemob gab, bei der aber laut T.'kein Verstoß' festgestellt wurde!)mich gesperrt.Bitte teilen &amp; mir hier weiter folgen! Außerdem auf https://t.co/PCntObgHbK vernetzen!    #TwitterSperre https://t.co/LOuGVyqBwz",NOT,NONE,[0.01092298 0.02112818 0.00582975 ... 0.03065611 0.03227554 0.02916032],[0.01092298 0.02112818 0.00582975 ... 0.03065611 0.03227554 0.02916032]
3269,hasoc_de_3270,"#BadWildungen Täter mit dunkler Hautfarbe verfolgt junge Frau, attackiert sie von hinten, hält ihr ein Taschentuch mit einer betäubenden Flüssigkeit vors Gesicht, wodurch die junge Frau das Bewusstsein verliert https://t.co/C4tjs3ApC4",NOT,NONE,"[ 1.7312121e-02 -1.5838512e-05 -2.1895769e-04 ...  1.9213077e-02
  1.1408819e-02  3.2159187e-02]","[ 1.7312121e-02 -1.5838512e-05 -2.1895769e-04 ...  1.9213077e-02
  1.1408819e-02  3.2159187e-02]"
3270,hasoc_de_3271,"Die spanische Rechtspartei VOX wurde von Cyberattacken getroffen. Nun sind ja nicht alle Angreifer so hell und man konnte ermitteln, woher die kamen.    Überraschung!    Trommelwirbel! 🥁🥁🥁    &gt;&gt; aus dem sozialistischen, spanischen Verteidigungsministerium!",NOT,NONE,"[ 4.8451102e-03 -1.2987331e-05 -1.6028566e-03 ...  2.9834507e-02
  3.1570654e-02  1.9601211e-02]","[ 4.8451102e-03 -1.2987331e-05 -1.6028566e-03 ...  2.9834507e-02
  3.1570654e-02  1.9601211e-02]"
3271,hasoc_de_3272,"#Krefeld: #Homeinvasion - 'Südländer' dringt gewaltsam in die Wohnung einer Seniorin ein, nachdem diese ihm auf sein Klingeln öffnet, schlägt auf die betagte Dame ein lässt sie gefesselt zurück, nachdem mit ihrer Geldbörse wieder verschwindet  https://t.co/lMK4ouOAwT",NOT,NONE,"[ 1.3463220e-03 -3.1118154e-05  1.2430054e-03 ...  2.1194780e-02
  1.2689118e-02  1.6563285e-02]","[ 1.3463220e-03 -3.1118154e-05  1.2430054e-03 ...  2.1194780e-02
  1.2689118e-02  1.6563285e-02]"
3272,hasoc_de_3273,Das in #Roßlau von einem Nigerianer vergewaltigte Mädchen ist 9 Jahre alt.  https://t.co/6lbBnY60gU  https://t.co/WJ8NInKuki,NOT,NONE,"[ 8.8781066e-04 -2.5237399e-05  2.4371254e-03 ...  4.1688129e-02
  1.4633778e-02  4.5896780e-02]","[ 8.8781066e-04 -2.5237399e-05  2.4371254e-03 ...  4.1688129e-02
  1.4633778e-02  4.5896780e-02]"
3273,hasoc_de_3274,Asylbewerber belästigt Schulkind sexuell - ist wieder auf freien Fuß. #rechtlos  https://t.co/EQsxcGlKoW,NOT,NONE,"[ 0.00459872 -0.00023064  0.00250371 ...  0.01769528  0.02876864
  0.04701544]","[ 0.00459872 -0.00023064  0.00250371 ...  0.01769528  0.02876864
  0.04701544]"
3274,hasoc_de_3275,Wieder 2 gesperrt!  @KHinnek und @NobileSeba  😡😡😡 https://t.co/Gfb1rLPvIi,NOT,NONE,"[ 1.4740431e-02 -1.7265486e-06  1.4053890e-03 ...  5.0201017e-02
  2.3204047e-02  4.7983188e-02]","[ 1.4740431e-02 -1.7265486e-06  1.4053890e-03 ...  5.0201017e-02
  2.3204047e-02  4.7983188e-02]"
3275,hasoc_de_3276,"Denen muss ja der Arsch auf Grundeis gehen, wenn man sich anschaut, welshalb accounts gesperrt werden, die sich Sorgen um den Zustand unserer Demokratie machen. Auf der anderen Seite hetzen islam. accounts ungehindert und rufen zu Gewalt gegen Deutsche auf ! WAS ist da los ??? https://t.co/bvFSQd01Fo",NOT,NONE,[0.02548064 0.00431534 0.00511272 ... 0.07811615 0.02367344 0.02470459],[0.02548064 0.00431534 0.00511272 ... 0.07811615 0.02367344 0.02470459]
3276,hasoc_de_3277,Als erste Stadt Deutschlands hat das niedersächsische Hameln der #fridaysforfuture Bewegung ein Denkmal gesetzt. https://t.co/7R64cXgEn7,NOT,NONE,[0.00424862 0.02858078 0.00309861 ... 0.02186169 0.01761542 0.03661758],[0.00424862 0.02858078 0.00309861 ... 0.02186169 0.01761542 0.03661758]
3277,hasoc_de_3278,@lawyerberlin @Lebensformation Zwei weitere Sperrungen von wunderbaren Menschen.  @KHinnek @NobileSeba https://t.co/HvkWu4905Q,NOT,NONE,"[ 3.7524067e-02 -1.1323913e-05  2.5561072e-03 ...  5.2562688e-02
  1.9795574e-02  3.1390876e-02]","[ 3.7524067e-02 -1.1323913e-05  2.5561072e-03 ...  5.2562688e-02
  1.9795574e-02  3.1390876e-02]"
3278,hasoc_de_3279,"Asylbewerberzahl in der EU steigt deutlich und mittlerweile kommt ein Viertel der Asylanträge von Staatsangehörigen eines Landes, dessen Bürger ohne Visum in die EU-Schengenzone einreisen können, wie Venezuela, Kolumbien, Albanien und Georgien #Einreise  https://t.co/4dUVcbHAiC",NOT,NONE,"[ 1.7137025e-03 -2.1907815e-06 -2.1476469e-03 ...  3.9327770e-02
  1.4387712e-02  4.7798958e-02]","[ 1.7137025e-03 -2.1907815e-06 -2.1476469e-03 ...  3.9327770e-02
  1.4387712e-02  4.7798958e-02]"
3279,hasoc_de_3280,"Das alles wird von #Chinesen ersetzt werden und die #Gruenen werden es überwachen. Das wird ein #Habeck mit geistiger Gonorö dem identitäslosem Volk aka #Deutsche, schon aufzwingen. Selbst nach schwerster Zerstörung u verachtenden Beleidigungen wachen die #Deutschen nicht auf! https://t.co/twZI56TGsn",HOF,OFFN,"[ 0.0056909  -0.00012696  0.00464076 ...  0.02042191  0.02213652
  0.04259128]","[ 0.0056909  -0.00012696  0.00464076 ...  0.02042191  0.02213652
  0.04259128]"
3280,hasoc_de_3281,"Noch ein Opfer linksgrüner Ökopolitik  die Gie­ße­rei Küp­per pro­du­ziert Ab­gas­krüm­mer und Tur­bo­la­der für den Ver­bren­nungs­mo­tor in #Heiligenhaus  viele der 200 Mitarbeiter sind über 50 Jahre, bis Ende Juni stehen sie wohl auf der Straße  #futschi  https://t.co/9OYGWDqYQD",NOT,NONE,[0.01081701 0.00715843 0.00105975 ... 0.02352836 0.01430921 0.03853256],[0.01081701 0.00715843 0.00105975 ... 0.02352836 0.01430921 0.03853256]
3281,hasoc_de_3282,"Der 🇨🇭Chemie- und Pharmakonzern aus #Basel gliedert den Bereich Specialty Ingredients aus, der Nahrungs- und Futtermittelzusätze herstellt  damit verbunden ist ein Stellenabbau von 130 Mitarbeitern  #futschi  https://t.co/ZqtF4DdNwW",NOT,NONE,"[ 0.04169076  0.00018194 -0.00100132 ...  0.03309567  0.02039964
  0.05129989]","[ 0.04169076  0.00018194 -0.00100132 ...  0.03309567  0.02039964
  0.05129989]"
3282,hasoc_de_3283,"In #Bremen sollen bei #Thyssen-Krupp System Engineering 220 Jobs von 860 wegfallen  gefertigt werden Komponenten für die Autoindustrie, u.a. für Karosserie und Antriebsstrang  wieder Arbeitsplätze #futschi wegen linksgrüner Ökopolitik  https://t.co/QJ5nqvPi4v",NOT,NONE,"[ 0.01036814  0.01263416 -0.0018245  ...  0.03352284  0.01152233
  0.02798562]","[ 0.01036814  0.01263416 -0.0018245  ...  0.03352284  0.01152233
  0.02798562]"
